F20_1,F20_2,F20_3,F8_1,F8_2,F8_3,CM_1,CM_2,CM_3,Gene names,Localisation
0,0,0,28.17526627,27.22462654,27.3554821,0,0,0,TRIP10,IC
0,0,0,25.36823082,24.70614433,24.8089695,0,0,0,TRMT112,IC
0,0,0,31.28129196,29.52742195,30.20384789,0,0,0,TRPA1,M
0,0,0,27.0940609,25.90062714,25.85233879,0,0,0,TRPV2,IC/M
0,0,0,28.91073608,28.4375782,29.03629875,0,0,0,TSG101,IC
0,28.89942932,29.0164566,29.56438255,29.08931923,29.75951385,0,0,0,TSPAN14,M
0,0,0,26.02392387,25.71594238,26.45795059,0,0,0,TSPAN4,M
0,0,0,28.31898308,28.1495266,27.73389053,0,0,0,TSPAN5,M
0,0,0,28.34028053,27.11137772,27.22131157,0,0,0,TSPAN6,IC/M
0,0,0,28.90408897,27.96455193,29.0500679,0,0,0,TSPAN9,M
0,0,0,26.02390289,25.76377487,26.71345329,0,0,0,TSTA3,IC
0,0,0,26.27932358,25.04055214,25.58525848,0,0,0,TTC9C,IC
0,0,0,30.61876869,28.85881233,30.15641403,0,0,0,TTYH3,M
27.99480247,28.26140976,27.69849586,30.39089775,30.46051025,30.33404732,27.89573669,28.2430439,27.77184296,TUBB3,IC
0,0,0,29.2960968,27.29998779,27.71862221,28.31674004,27.94396973,28.18598366,TWF2,IC
0,0,0,0,0,0,28.32182312,27.24435997,28.41751862,TWSG1,S
28.16724777,28.42997932,29.38812828,30.30747604,30.45728493,31.00878525,0,0,0,TXNDC17,IC
0,0,0,27.10749245,28.37935448,27.44316292,0,0,0,TXNDC5,IC/S
0,0,0,28.69693756,28.09169197,28.70553207,0,0,0,TXNL1,IC
0,0,0,29.77635193,29.44448662,29.1487751,28.69401741,29.53112793,29.11698914,TXNRD1,IC
0,0,0,26.96554184,26.45713615,26.45287132,0,0,0,UBA6,IC
0,0,0,25.85474205,25.16890335,25.75577545,0,0,0,UBASH3B,IC
0,0,0,27.81970215,26.71567917,27.01083946,0,0,0,UBE2D3;UBE2D2,IC
0,0,0,25.5398159,25.59112167,25.49558067,0,0,0,UBE2Z,IC
0,0,0,25.8759346,25.94659233,25.63050842,0,0,0,UBFD1,IC
0,0,0,29.50263786,29.56299973,30.12890816,0,0,0,UBTD1,IC
0,0,0,27.44900131,27.05372429,27.04395676,0,0,0,UCHL3,IC
0,0,0,27.63464165,28.26463509,28.1818676,0,0,0,UFM1,IC
0,0,0,30.01942825,28.64337349,27.76515388,26.80094719,26.65594673,0,UGDH,IC
25.58408356,0,0,28.67774773,28.10189438,27.80777931,27.81549454,27.6274929,26.43885612,UGP2,IC
0,0,0,26.91581535,26.4849453,26.59434319,0,0,0,ULBP1,M
0,0,0,25.93975067,25.67357445,26.53055954,0,0,0,ULBP3,S
0,0,0,26.42455864,26.34385872,26.48076057,0,0,0,USO1,IC
0,0,0,28.09607315,27.95665359,28.01515388,0,0,0,UTRN,IC
0,0,0,28.45462036,28.02511787,28.4154644,0,0,0,VAMP3,M
0,0,0,26.52910042,25.42476845,25.64553833,0,0,0,VANGL1,M
0,0,0,0,0,0,28.45037842,28.04166031,29.15973854,VASN,M
0,0,0,30.96863556,30.37212563,31.1413269,0,0,0,VASP,IC
0,0,0,27.99921799,26.75506401,27.38640213,0,0,0,VAT1L,IC
0,0,0,27.99948692,26.81860542,27.32765961,0,0,0,VBP1,IC
29.57629013,0,26.83821869,34.95050812,29.90210533,31.98732567,25.07667542,0,0,VCAN,IC/S
0,0,0,0,0,0,28.65993118,27.25979424,28.53760338,VEGFA,IC/S
25.64606094,0,0,26.50407982,23.91058731,25.52297783,0,0,0,VEGFA,IC/S
0,0,0,0,0,0,29.5281868,29.66045761,29.32943535,VNN1,S
0,0,0,0,0,0,0,0,0,VNN2,IC/M/S
0,0,0,26.35558319,25.97145271,26.30719948,0,0,0,VPS26A,IC
0,0,0,29.10274506,28.22949409,28.70424652,0,0,0,VPS28,IC
0,0,0,27.09123802,26.47268105,26.88331985,0,0,0,VPS29,IC
0,0,0,28.57953072,26.76749229,26.94514275,27.52991867,27.85816193,27.46216965,VPS35,IC
0,0,0,27.75429916,27.55661964,28.0328083,0,0,0,VPS37B,IC/M
0,0,0,24.97289848,24.86834717,24.53243256,0,0,0,VPS45,IC
0,0,0,28.31462479,28.1979332,27.9498806,0,0,0,VPS4A,IC
0,0,0,28.71502495,28.58498764,28.85638046,0,0,0,VPS4B,IC
0,0,0,27.77555275,26.48139191,27.03527641,0,0,0,VTA1,IC
0,0,0,28.81213188,27.35430527,28.42886162,0,0,0,VWA5A,IC
0,0,0,29.6319561,27.9842453,28.22797966,0,0,0,WASF2,IC
0,0,0,27.8922081,27.36185455,27.47080421,0,0,0,WDR48,IC
0,0,0,28.12701416,28.01110649,27.14131355,0,0,0,WLS,IC/M
29.53055191,27.37492752,29.72220993,32.08799744,30.3486824,32.25434113,30.66966057,28.46863174,30.15351868,WNT5A,S
0,0,0,0,0,0,26.02934837,24.6799221,26.43079185,WNT5B,S
0,0,0,27.51818275,25.91927528,27.09948921,0,0,0,XPNPEP1,IC
0,0,0,29.13643265,28.2840538,28.92846489,0,0,0,YKT6,IC
0,0,0,27.49906921,25.76577377,27.00913239,0,0,0,ZDHHC20,M
0,0,0,30.75740242,30.80224228,31.40192223,0,0,0,ZDHHC5,IC/M
25.7091198,0,0,31.27464294,30.02841568,31.04544067,27.19535446,26.86785316,26.32318115,ARPC1B,IC
